Dootrip,Departure,Capacity,In transit,Transported,Status,Load,Origin,Destination,Arrival,Dootrippers,Additional info
Dootrip #000003454 - from Potsdam (Germany) to Kiev (Ukraine),2023-09-04T06:30:00,20,0,20,Completed,Full,Germany,Ukraine,2023-09-30T06:30:00, Rhein-Ruhr-Hub,"per Paketdienst, dann weiter per Hilfslieferung"
Dootrip #000003455 - from Düsseldorf (Germany) to Dakar (Senegal),2023-09-01T06:45:00,25,0,25,Completed,Full,Germany,Senegal,2023-10-31T06:45:00,Rhein-Ruhr-Hub 55plusMoers,via Hr. Guèye (ship freight)
Dootrip #000003456 - from Düsseldorf (Germany) to Dakar (Senegal),2023-09-01T08:00:00,25,0,30,Completed,Full,Germany,Senegal,2023-10-31T17:00:00,Rhein-Ruhr-Hub 55plusMoers,via Hr. Guèye (ship freight)
Dootrip #000003457 - from Mülheim an der Ruhr (Germany) to Karlsruhe (Germany),2023-08-21T09:15:00,1,0,1,Completed,Full,Germany,Germany,2023-08-25T09:15:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003458 - from Berlin (Germany) to Kolkata (India),2023-08-27T08:00:00,1,0,1,Completed,Full,Germany,India,2023-08-28T17:00:00, Rhein-Ruhr-Hub,Nina Oe. via Laura Hille
Dootrip #000003459 - from München (Germany) to Kolkata (India),2023-08-29T08:00:00,2,0,2,Completed,Full,Germany,India,2023-08-30T17:00:00, Rhein-Ruhr-Hub,Nadja Sch. + 2. Flugpatin via Laura Hille
Dootrip #000003460 - from Seligenstadt (Germany) to Kapeke Sub County (Uganda),2023-09-27T08:00:00,3,0,3,Completed,Full,Germany,Uganda,2023-09-28T17:00:00, Rhein-Ruhr-Hub,Samuel S.
Dootrip #000003461 - from Bremen (Germany) to Richards Bay (South Africa),2023-08-21T18:15:00,2,0,2,Completed,Full,Germany,South Africa,2023-08-22T18:15:00, Rhein-Ruhr-Hub,Sizwe M.
Dootrip #000003302 - from Mülheim an der Ruhr (Germany) to Brakel (Germany),2023-08-21T13:30:00,1,0,1,Completed,Full,Germany,Germany,2023-08-25T13:30:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003462 - from Mülheim an der Ruhr (Germany) to Jülich (Germany),2023-08-21T13:30:00,1,0,1,Completed,Full,Germany,Germany,2023-08-25T13:30:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003463 - from Hamburg (Germany) to Hamburg (Germany),2023-08-31T10:45:00,6,0,6,Completed,Full,Germany,Germany,2023-08-31T10:45:00, Leandra_Irr rrhamburg,Sabrina L. 
Dootrip #000003464 - from Celle (Germany) to Colombo (Sri Lanka),2023-11-30T13:00:00,16,0,16,Completed,Full,Germany,Sri Lanka,2023-12-01T13:00:00, Leandra_Irr rrhamburg,Cornelia T.
Dootrip #000003465 - from Mülheim an der Ruhr (Germany) to Kinshasa (Congo (Kinshasa)),2023-08-23T08:00:00,10,0,13,Completed,Full,Germany,Congo (Kinshasa),2023-08-26T17:00:00, Rhein-Ruhr-Hub,"Dr. Kawata / Flug, via Donaly"
Dootrip #000003466 - from Stade (Germany) to Buwakoro (Uganda),2023-10-31T18:00:00,10,0,10,Completed,Full,Germany,Uganda,2023-10-31T18:00:00, DanielNeumann rotehanna,
Dootrip #000003467 - from Mülheim an der Ruhr (Germany) to Ingolstadt (Germany),2023-08-28T12:45:00,1,0,1,Completed,Full,Germany,Germany,2023-09-01T12:45:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003468 - from Köln (Germany) to Gemena (Congo (Kinshasa)),2023-09-12T17:30:00,30,0,30,Completed,Full,Germany,Congo (Kinshasa),2023-11-30T17:30:00, Rhein-Ruhr-Hub,Container ab Köln
Dootrip #000003469 - from Mülheim an der Ruhr (Germany) to Ilemnau (Germany),2023-08-28T19:00:00,1,0,1,Completed,Full,Germany,Germany,2023-09-01T19:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003470 - from Mülheim an der Ruhr (Germany) to Rheinberg (Germany),2023-08-28T08:00:00,1,0,1,Completed,Full,Germany,Germany,2023-09-01T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003471 - from Villach (Austria) to Varanasi (India),2023-09-09T08:00:00,3,0,3,Completed,Full,Austria,India,2023-09-11T17:00:00, Rhein-Ruhr-Hub,Hannah S.
Dootrip #000003472 - from Gödersdorf (Austria) to Varanasi (India),2023-09-28T08:00:00,3,0,3,Completed,Full,Austria,India,2023-09-30T17:00:00, Rhein-Ruhr-Hub,Fiona G.
Dootrip #000003473 - from Barcelona (Spain) to Chiang Mai (Thailand),2023-08-25T05:30:00,4,0,0,Pending,Not full,Spain,Thailand,2023-08-31T07:30:00, aitor.gastaminza,
Dootrip #000003474 - from Siegburg (Germany) to Kumba (Cameroon),2023-09-21T08:00:00,11,0,10,Completed,Not full,Germany,Cameroon,2023-09-22T17:00:00, Rhein-Ruhr-Hub,Halle C. E.
Dootrip #000003475 - from  Gerolsbach (Germany) to Nairobi (Kenya),2023-12-04T10:15:00,8,0,8,Completed,Full,Germany,Kenya,2023-12-05T17:00:00,55plusMoers,Gruppe Wolfgang K.
Dootrip #000003476 - from Tosted (Germany) to Maramvya (Burundi),2023-09-04T13:45:00,5,0,5,Completed,Full,Germany,Burundi,2023-09-05T17:00:00, Rhein-Ruhr-Hub,Reisegruppe  Sozialwerk der FCG Tostedt e. V.
Dootrip #000003477 - from Mülheim an der Ruhr (Germany) to Telgte (Germany),2023-09-04T15:30:00,1,0,1,Completed,Full,Germany,Germany,2023-09-08T15:30:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003478 - from Mülheim an der Ruhr (Germany) to Bergisch Gladbach (Germany),2023-09-04T15:30:00,1,0,1,Completed,Full,Germany,Germany,2023-09-08T15:30:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003479 - from Mülheim an der Ruhr (Germany) to Mainz (Germany),2023-08-28T19:00:00,1,0,1,Completed,Full,Germany,Germany,2023-09-01T19:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003480 - from Mülheim an der Ruhr (Germany) to Ingolstadt (Germany),2023-08-28T11:00:00,1,0,1,Completed,Full,Germany,Germany,2023-09-01T11:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003481 - from Potsdam (Germany) to Poltawa (Ukraine),2023-09-25T08:00:00,20,0,20,Completed,Full,Germany,Ukraine,2023-10-31T17:00:00, Rhein-Ruhr-Hub,via Marie von P.
Dootrip #000003482 - from Berlin (Germany) to Odessa (Ukraine),2023-09-25T18:15:00,3,0,3,Completed,Full,Germany,Ukraine,2023-10-31T18:15:00,Rhein-Ruhr-Hub 55plusMoers,Fracht ab Berlin über For Doctors for Ukraine
Dootrip #000003483 - from Berlin (Germany) to Kharkiv (Ukraine),2023-09-25T08:00:00,7,0,7,Completed,Full,Germany,Ukraine,2023-10-23T17:00:00,Rhein-Ruhr-Hub 55plusMoers,Fracht ab Berlin über For Doctors for Ukraine
Dootrip #000003484 - from Mülheim an der Ruhr (Germany) to Rheinstetten (Germany),2023-09-04T19:00:00,1,0,1,Completed,Full,Germany,Germany,2023-09-08T19:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003485 - from Mülheim an der Ruhr (Germany) to Deir el Ahmar (Lebanon),2023-09-21T10:45:00,5,0,5,Completed,Full,Germany,Lebanon,2023-09-25T10:45:00, Rhein-Ruhr-Hub,David L. und Begleitperson (Delegation Stadt Mülheim)
Dootrip #000003486 - from Mülheim an der Ruhr (Germany) to Bad Wünnenberg (Germany),2023-09-04T10:45:00,1,0,1,Completed,Full,Germany,Germany,2023-09-08T10:45:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003487 - from Mülheim an der Ruhr (Germany) to Berlin (Germany),2023-09-04T08:00:00,1,0,2,Completed,Full,Germany,Germany,2023-09-08T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003488 - from Mülheim an der Ruhr (Germany) to Bremen (Germany),2023-09-11T06:00:00,1,0,1,Completed,Full,Germany,Germany,2023-09-15T06:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003489 - from Mülheim an der Ruhr (Germany) to Willebadessen (Germany),2023-09-11T08:00:00,1,0,1,Completed,Full,Germany,Germany,2023-09-15T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003490 - from München (Germany) to Kolkata (India),2023-09-22T08:00:00,1,0,1,Completed,Full,Germany,India,2023-09-30T17:00:00, Rhein-Ruhr-Hub,Katharina H.
Dootrip #000003491 - from Rheinbach (Germany) to Kolkata (India),2023-09-28T08:00:00,1,0,1,Completed,Full,Germany,India,2023-09-30T17:00:00, Rhein-Ruhr-Hub,Eva W.
Dootrip #000003492 - from München (Germany) to Kolkata (India),2023-10-18T08:00:00,1,0,1,Completed,Full,Germany,India,2023-10-30T17:00:00, Rhein-Ruhr-Hub,Nassim W.
Dootrip #000003493 - from Potsdam (Germany) to Kolkata (India),2023-09-20T08:00:00,4,0,4,Completed,Full,Germany,India,2023-09-21T17:00:00, Rhein-Ruhr-Hub,Claudia P. (2 Personen)
Dootrip #000003494 - from Mülheim an der Ruhr (Germany) to Lohr am Main (Germany),2023-09-11T08:00:00,1,0,1,Completed,Full,Germany,Germany,2023-09-15T08:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003495 - from Mülheim an der Ruhr (Germany) to Berlin (Germany),2023-09-11T16:00:00,1,0,1,Completed,Full,Germany,Germany,2023-09-15T16:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003496 - from Mülheim an der Ruhr (Germany) to Bamberg (Germany),2023-09-11T06:15:00,1,0,0,Completed,Not full,Germany,Germany,2023-09-15T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003497 - from Mülheim an der Ruhr (Germany) to Paderborn (Germany),2023-09-11T08:00:00,1,0,1,Completed,Full,Germany,Germany,2023-09-15T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003498 - from Mülheim an der Ruhr (Germany) to Karlsruhe (Germany),2023-09-11T13:15:00,1,0,1,Completed,Full,Germany,Germany,2023-09-15T13:15:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003499 - from Mülheim an der Ruhr (Germany) to Bottrop (Germany),2023-10-02T13:45:00,5,0,6,Completed,Full,Germany,Germany,2023-10-06T13:45:00, Rhein-Ruhr-Hub,
Dootrip #000003500 - from Mülheim an der Ruhr (Germany) to Mülheim an der Ruhr (Germany),2023-11-27T08:00:00,15,0,16,Completed,Full,Germany,Germany,2023-12-08T17:00:00,Rhein-Ruhr-Hub 55plusMoers,per Boten
Dootrip #000003501 - from Miesbach (Germany) to Sarajevo (Bosnia and Herzegovina),2023-10-16T06:00:00,20,0,20,Completed,Full,Germany,Bosnia and Herzegovina,2023-10-31T06:00:00, Rhein-Ruhr-Hub,DHL + Transport nach Bosnien
Dootrip #000003502 - from Ziguinchor (Senegal) to Ziguinchor  (Senegal),2023-09-29T16:15:00,10,0,0,Pending,Not full,Senegal,Senegal,2023-10-01T16:15:00, ALIOU MANE, Lluís Morón
Dootrip #000003503 - from Barcelona  (Spain) to THIONCK ESSYL  (Senegal),2023-09-29T19:45:00,10,0,8,Pending,Not full,Spain,Senegal,2023-10-01T19:45:00, ALIOU MANE,FOUNDAWTION - Lluis Moron
Dootrip #000003504 - from Mülheim an der Ruhr (Germany) to Berlin (Germany),2023-09-18T10:45:00,1,0,1,Completed,Full,Germany,Germany,2023-09-22T10:45:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003505 - from Mülheim an der Ruhr (Germany) to Remseck am N. (Germany),2023-09-18T08:00:00,1,0,1,Completed,Full,Germany,Germany,2023-09-22T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003506 - from Berlin (Germany) to Kiev (Ukraine),2023-09-25T08:00:00,5,0,5,Completed,Full,Germany,Ukraine,2023-10-31T17:00:00, Rhein-Ruhr-Hub,Fracht ab Berlin über For Doctors for Ukraine
Dootrip #000003507 - from Mülheim an der Ruhr (Germany) to Duisburg (Germany),2023-09-18T08:00:00,1,0,1,Completed,Full,Germany,Germany,2023-09-22T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003508 - from Mülheim an der Ruhr (Germany) to Dresden (Germany),2023-09-18T08:00:00,1,0,1,Completed,Full,Germany,Germany,2023-09-22T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003509 - from Mülheim an der Ruhr (Germany) to Duisburg (Germany),2023-09-18T08:00:00,1,0,1,Completed,Full,Germany,Germany,2023-09-22T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003510 - from  Dettingen (Germany) to Mpigi (Uganda),2023-09-08T08:00:00,7,0,2,Completed,Not full,Germany,Uganda,2023-09-30T17:00:00, Rhein-Ruhr-Hub,Ronja K. + group
Dootrip #000003511 - from Mülheim an der Ruhr (Germany) to Braunatal (Germany),2023-09-18T05:45:00,1,0,0,Completed,Not full,Germany,Germany,2023-09-22T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003512 - from Mülheim an der Ruhr (Germany) to Wiesbaden (Germany),2023-09-18T07:45:00,1,0,1,Completed,Full,Germany,Germany,2023-09-22T07:45:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003513 - from Mülheim an der Ruhr (Germany) to Berlin (Germany),2023-09-18T08:00:00,1,0,1,Completed,Full,Germany,Germany,2023-09-22T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003514 - from Mülheim an der Ruhr (Germany) to Deggendorf (Germany),2023-09-18T08:00:00,1,0,1,Completed,Full,Germany,Germany,2023-09-22T19:15:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003515 - from Mülheim an der Ruhr (Germany) to Marienmünster (Germany),2023-09-11T10:00:00,1,0,1,Completed,Full,Germany,Germany,2023-09-15T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
"Dootrip #000003516 - from Kaulsdorf (Germany) to Kolkata, Sunderban Kids (India)",2023-09-26T12:30:00,6,0,6,Completed,Full,Germany,India,2023-09-27T12:30:00, weltsichten,Axel persönlich
Dootrip #000003517 - from Mülheim an der Ruhr (Germany) to Nümbrecht (Germany),2023-09-25T17:30:00,1,0,1,Completed,Full,Germany,Germany,2023-09-29T17:30:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003518 - from Mülheim an der Ruhr (Germany) to Conakry (Guinea),2023-10-01T08:00:00,30,0,30,Completed,Full,Germany,Guinea,2023-12-31T17:00:00, Rhein-Ruhr-Hub,"via Hr. Touré (Abholung in MH oder Anlieferung in Düsseldorf, noch abklären)"
Dootrip #000003519 - from Mülheim an der Ruhr / Brussels (Germany) to Mutanga Nord (Burundi),2023-10-31T18:45:00,35,0,35,Completed,Full,Germany,Burundi,2023-11-17T18:45:00,Rhein-Ruhr-Hub 55plusMoers,air freight from Brussels
Dootrip #000003520 - from Mülheim an der Ruhr (Germany) to Essen (Germany),2023-09-25T07:00:00,1,0,1,Completed,Full,Germany,Germany,2023-09-29T01:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003521 - from Mülheim an der Ruhr (Germany) to Ludwigsburg (Germany),2023-09-25T08:00:00,1,0,1,Completed,Full,Germany,Germany,2023-09-29T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003522 - from Imsbach (Germany) to Maissade (Haiti),2023-09-25T16:00:00,2,0,2,Completed,Full,Germany,Haiti,2023-10-31T16:00:00, Rhein-Ruhr-Hub,"per Paketdienst, via haiti-kinderhilfe.org"
Dootrip #000003523 - from Stade (Germany) to Mbale (Uganda),2023-10-31T00:00:00,4,0,7,Completed,Full,Germany,Uganda,2023-10-31T00:00:00, DanielNeumann,
Dootrip #000003524 - from Hamburg (Germany) to Bagamoyo (Tanzania),2023-12-31T00:00:00,1,0,1,Completed,Full,Germany,Tanzania,2023-12-31T00:00:00, DanielNeumann Rhein-Ruhr-Hub,Dörte U. / per Paketdienst
Dootrip #000003525 - from Mülheim an der Ruhr (Germany) to Luanda (Angola),2023-09-30T13:45:00,21,0,21,Completed,Full,Germany,Angola,2023-10-02T13:45:00, Rhein-Ruhr-Hub,Donaly M. / Flug
Dootrip #000003526 - from Mülheim an der Ruhr (Germany) to Kinshasa (Congo (Kinshasa)),2023-09-30T08:00:00,14,0,14,Completed,Full,Germany,Congo (Kinshasa),2023-10-06T17:00:00, Rhein-Ruhr-Hub,Donaly M. / Flug
Dootrip #000003527 - from Mülheim an der Ruhr (Germany) to Siegen (Germany),2023-09-25T16:45:00,1,0,2,Completed,Full,Germany,Germany,2023-09-29T16:45:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003528 - from Mülheim an der Ruhr (Germany) to Niederense (Ense) (Germany),2023-09-25T08:00:00,1,0,1,Completed,Full,Germany,Germany,2023-09-29T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003529 - from Münster (Germany) to Münster (Germany),2023-09-18T18:30:00,1,0,1,Completed,Full,Germany,Germany,2023-09-22T18:30:00, b-e-n-n-y,persönliche Übergabe in Münster
Dootrip #000003530 - from Mülheim an der Ruhr (Germany) to Enningerloh (Germany),2023-09-25T14:30:00,1,0,1,Completed,Full,Germany,Germany,2023-09-29T14:30:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003531 - from Mülheim an der Ruhr (Germany) to Oberhausen (Germany),2023-09-25T07:45:00,1,0,1,Completed,Full,Germany,Germany,2023-09-29T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003532 - from Mülheim an der Ruhr (Germany) to Bremen (Germany),2023-09-25T14:45:00,1,0,1,Completed,Full,Germany,Germany,2023-09-29T14:45:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003533 - from Mülheim an der Ruhr (Germany) to Augsburg (Germany),2023-10-02T08:00:00,1,0,1,Completed,Full,Germany,Germany,2023-10-06T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003534 - from Sandhausen (Germany) to Lilongwe (Malawi),2023-10-21T14:15:00,15,0,15,Completed,Full,Germany,Malawi,2023-10-22T14:15:00,Rhein-Ruhr-Hub 55plusMoers,Heinrich W.
Dootrip #000003535 - from Kaulsdorf (Germany) to Düsseldorf (Germany),2023-09-19T09:00:00,10,0,10,Completed,Full,Germany,Germany,2023-09-20T09:00:00, weltsichten,via Post
Dootrip #000003536 - from BARCELONA (Spain) to Lilongwe (Malawi),2023-11-01T12:00:00,8,0,1,Completed,Not full,Spain,Malawi,2023-11-02T12:45:00, ACTIVE AFRICA,Equipo Active Africa y Voluntarios
Dootrip #000003537 - from Mülheim an der Ruhr (Germany) to Marienmünster (Germany),2023-10-02T17:00:00,1,0,1,Completed,Full,Germany,Germany,2023-10-06T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003538 - from Mülheim an der Ruhr (Germany) to Esslingen (Germany),2023-10-02T18:30:00,1,0,1,Completed,Full,Germany,Germany,2023-10-06T18:30:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003539 - from Bremen (Germany) to Windhoek (Namibia),2023-09-26T18:00:00,2,0,2,Completed,Full,Germany,Namibia,2023-09-28T10:00:00, Bremen-Hub,
Dootrip #000003541 - from Sabadell (Spain) to Santander (Spain),2023-09-24T08:30:00,4,0,0,Pending,Not full,Spain,Spain,2023-09-25T21:30:00, Jordi Hernandez,jordi.hernandez@labdoo.org
Dootrip #000003542 - from Mülheim an der Ruhr (Germany) to Ense (Germany),2023-10-02T14:00:00,1,0,1,Completed,Full,Germany,Germany,2023-10-06T14:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003543 - from Mülheim an der Ruhr (Germany) to Frankfurt Main (Germany),2023-09-25T16:45:00,1,0,1,Completed,Full,Germany,Germany,2023-09-29T16:45:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003544 - from Mülheim an der Ruhr (Germany) to Frankfurt Main (Germany),2023-10-27T08:00:00,19,0,19,Completed,Full,Germany,Germany,2023-10-27T17:00:00, Rhein-Ruhr-Hub,per Boten
Dootrip #000003540 - from Bonn (Germany) to Kolkata (India),2023-10-19T08:00:00,7,0,7,Completed,Full,Germany,India,2023-10-20T17:00:00, Rhein-Ruhr-Hub,Via Niclas R.
Dootrip #000003545 - from Berlin (Germany) to Kolkata (India),2023-10-19T08:00:00,2,0,2,Completed,Full,Germany,India,2023-10-20T17:00:00, Rhein-Ruhr-Hub,Via Niclas R.
Dootrip #000003546 - from Mülheim an der Ruhr (Germany) to Wiesbaden (Germany),2023-10-02T06:30:00,1,0,1,Completed,Full,Germany,Germany,2023-10-06T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003547 - from Mülheim an der Ruhr (Germany) to Duisburg (Germany),2023-10-02T08:00:00,1,0,1,Completed,Full,Germany,Germany,2023-10-06T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003548 - from Mülheim an der Ruhr (Germany) to Ingolstadt (Germany),2023-10-02T08:00:00,1,0,1,Completed,Full,Germany,Germany,2023-10-06T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003550 - from Mülheim an der Ruhr (Germany) to Ludwigsburg (Germany),2023-10-02T19:15:00,1,0,1,Completed,Full,Germany,Germany,2023-10-06T19:15:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003551 - from Mülheim an der Ruhr (Germany) to Lahr (Germany),2023-10-02T05:15:00,1,0,1,Completed,Full,Germany,Germany,2023-10-06T05:15:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003552 - from Mülheim an der Ruhr (Germany) to Chemnitz (Germany),2023-10-02T08:00:00,1,0,1,Completed,Full,Germany,Germany,2023-10-06T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003553 - from Mülheim an der Ruhr (Germany) to Hövelhof (Germany),2023-10-02T08:00:00,1,0,1,Completed,Full,Germany,Germany,2023-10-06T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003554 - from Mülheim an der Ruhr (Germany) to Nürnberg (Germany),2023-10-02T08:00:00,1,0,1,Completed,Full,Germany,Germany,2023-10-06T17:30:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003555 - from Mühlacker (Germany) to Varanasi (India),2024-02-15T13:30:00,4,0,4,Completed,Full,Germany,India,2024-02-29T13:30:00, Rhein-Ruhr-Hub,
Dootrip #000003556 - from Karlsruhe (Germany) to Varanasi (India),2023-10-31T08:00:00,2,0,0,Cancelled,Not full,Germany,India,2023-11-02T17:00:00, Rhein-Ruhr-Hub,Heiko Sch.
Dootrip #000003557 - from Siegen / Frankfurt Main (Germany) to Kampala (Uganda),2023-09-28T13:45:00,3,0,3,Completed,Full,Germany,Uganda,2023-09-29T13:45:00, Rhein-Ruhr-Hub,"per DHL nach Frankfurt, ab da Flugpate"
Dootrip #000003558 - from Mülheim an der Ruhr (Germany) to Chemnitz (Germany),2023-10-09T16:45:00,1,0,1,Completed,Full,Germany,Germany,2023-10-13T16:45:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003559 - from Mülheim an der Ruhr (Germany) to Chemnitz (Germany),2023-10-09T08:00:00,1,0,1,Completed,Full,Germany,Germany,2023-10-13T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003560 - from München (Germany) to Panauti (Nepal),2023-09-17T22:00:00,10,0,10,Completed,Full,Germany,Nepal,2024-03-01T17:00:00, jfdzar merhart,
Dootrip #000003561 - from Mülheim an der Ruhr (Germany) to Wiesbaden (Germany),2023-10-09T08:00:00,1,0,0,Completed,Not full,Germany,Germany,2023-10-13T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003562 - from Mülheim an der Ruhr (Germany) to Wiesloch (Germany),2023-10-09T15:30:00,1,0,1,Completed,Full,Germany,Germany,2023-10-13T15:30:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003563 - from Mülheim an der Ruhr (Germany) to Ortenberg (Germany),2023-10-09T08:00:00,1,0,1,Completed,Full,Germany,Germany,2023-10-13T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003564 - from Swisttal (Germany) to Kumba (Cameroon),2023-11-10T12:00:00,20,0,20,Completed,Full,Germany,Cameroon,2024-01-02T12:00:00, Rhein-Ruhr-Hub Leandra_Irr Asche,per Fracht (Schiff)
Dootrip #000003565 - from Mülheim an der Ruhr (Germany) to Köln (Germany),2023-10-09T12:30:00,1,0,0,Completed,Not full,Germany,Germany,2023-10-13T12:30:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003566 - from Mülheim an der Ruhr (Germany) to München (Germany),2023-10-09T08:00:00,1,0,1,Completed,Full,Germany,Germany,2023-10-13T08:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003567 - from Dahlem (Germany) to Jinja (Uganda),2023-10-04T08:00:00,1,0,1,Completed,Full,Germany,Uganda,2023-10-05T17:00:00, Rhein-Ruhr-Hub,Radwan
Dootrip #000003568 - from Mülheim an der Ruhr (Germany) to Nieheim  (Germany),2023-10-09T08:00:00,1,0,1,Completed,Full,Germany,Germany,2023-10-13T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000003569 - from Kaulsdorf (Germany) to Santa Cruz de la Sierra: (Bolivia),2024-02-01T11:00:00,15,0,14,Completed,Not full,Germany,Bolivia,2024-02-02T11:00:00, weltsichten,
